FJ807389.1	TRINITY_DN173485_c0_g1_i1	82.533	458	80	0	164	621	184	641	1.23e-110	403
EH036413.1	TRINITY_DN811_c1_g2_i1	99.751	401	1	0	9	409	36	436	0.0	736
EH036413.1	TRINITY_DN811_c1_g2_i3	89.350	554	59	0	68	621	79	632	0.0	697
EH036413.1	TRINITY_DN14581_c0_g1_i1	100.000	334	0	0	288	621	1	334	7.73e-176	617
EH036413.1	TRINITY_DN811_c1_g2_i2	93.294	343	23	0	67	409	71	413	1.75e-142	507
EH036413.1	TRINITY_DN811_c1_g4_i1	82.194	556	97	2	67	621	74	628	1.37e-133	477
EH036413.1	TRINITY_DN811_c1_g2_i6	81.475	556	103	0	66	621	66	621	1.78e-127	457
AF298221.1	TRINITY_DN659_c0_g1_i20	93.896	1409	86	0	379	1787	3	1411	0.0	2126
AF298221.1	TRINITY_DN659_c0_g1_i20	85.990	207	27	2	311	516	1459	1664	7.55e-56	220
AF298221.1	TRINITY_DN659_c0_g1_i1	92.761	1409	102	0	379	1787	81	1489	0.0	2037
AF298221.1	TRINITY_DN659_c0_g1_i19	92.358	1387	106	0	401	1787	1	1387	0.0	1975
AF298221.1	TRINITY_DN659_c0_g1_i21	92.069	1387	110	0	401	1787	1	1387	0.0	1953
AF298221.1	TRINITY_DN659_c0_g1_i21	85.990	207	27	2	311	516	1435	1640	7.55e-56	220
AF298221.1	TRINITY_DN659_c0_g1_i30	92.195	1371	107	0	379	1749	3	1373	0.0	1940
AF298221.1	TRINITY_DN659_c0_g1_i27	92.195	1371	107	0	379	1749	3	1373	0.0	1940
AF298221.1	TRINITY_DN659_c0_g1_i4	91.977	1371	110	0	379	1749	3	1373	0.0	1923
AF298221.1	TRINITY_DN659_c0_g1_i26	90.916	1409	128	0	379	1787	81	1489	0.0	1893
AF298221.1	TRINITY_DN659_c0_g1_i3	90.968	1395	126	0	379	1773	3	1397	0.0	1879
AF298221.1	TRINITY_DN659_c0_g1_i28	90.968	1395	126	0	379	1773	3	1397	0.0	1879
AF298221.1	TRINITY_DN659_c0_g1_i24	91.266	1374	120	0	379	1752	3	1376	0.0	1873
AF298221.1	TRINITY_DN659_c0_g1_i5	91.247	1371	120	0	379	1749	3	1373	0.0	1868
AF298221.1	TRINITY_DN659_c0_g1_i10	90.773	1398	129	0	379	1776	3	1400	0.0	1868
AF298221.1	TRINITY_DN659_c0_g1_i18	90.625	1376	129	0	401	1776	1	1376	0.0	1827
AF298221.1	TRINITY_DN659_c0_g1_i6	96.053	988	39	0	800	1787	147	1134	0.0	1609
AF298221.1	TRINITY_DN659_c0_g1_i12	93.725	988	62	0	800	1787	4	991	0.0	1482
AF298221.1	TRINITY_DN659_c0_g1_i17	90.417	720	69	0	379	1098	3	722	0.0	948
AF298221.1	TRINITY_DN10402_c0_g1_i21	89.648	483	50	0	757	1239	1	483	8.24e-175	616
AF298221.1	TRINITY_DN10402_c0_g1_i22	89.441	483	51	0	757	1239	1	483	3.84e-173	610
AF298221.1	TRINITY_DN10402_c0_g1_i17	89.027	483	53	0	757	1239	1	483	8.30e-170	599
AF298221.1	TRINITY_DN10402_c0_g1_i14	89.027	483	53	0	757	1239	1	483	8.30e-170	599
AF298221.1	TRINITY_DN20844_c0_g1_i3	91.121	428	38	0	1232	1659	13	440	3.01e-164	580
AF298221.1	TRINITY_DN10402_c0_g1_i27	87.992	483	58	0	757	1239	1	483	1.81e-161	571
AF298221.1	TRINITY_DN10402_c0_g1_i11	87.992	483	58	0	757	1239	1	483	1.81e-161	571
AF298221.1	TRINITY_DN20844_c0_g1_i5	90.654	428	40	0	1232	1659	13	440	6.51e-161	569
AF298221.1	TRINITY_DN659_c0_g1_i8	94.324	370	21	0	1418	1787	2	371	2.34e-160	568
AF298221.1	TRINITY_DN20844_c0_g1_i4	90.692	419	39	0	1241	1659	1	419	1.41e-157	558
AF298221.1	TRINITY_DN10402_c0_g1_i25	87.164	483	62	0	757	1239	1	483	8.48e-155	549
AF298221.1	TRINITY_DN10402_c0_g1_i10	87.164	483	62	0	757	1239	1	483	8.48e-155	549
AF298221.1	TRINITY_DN20844_c0_g1_i6	90.215	419	41	0	1241	1659	1	419	3.05e-154	547
AF298221.1	TRINITY_DN10402_c0_g1_i23	89.044	429	47	0	757	1185	1	429	8.54e-150	532
AF298221.1	TRINITY_DN9508_c0_g1_i14	91.842	380	31	0	1110	1489	1	380	3.07e-149	531
AF298221.1	TRINITY_DN659_c0_g1_i9	92.225	373	29	0	1415	1787	2	374	1.10e-148	529
AF298221.1	TRINITY_DN9508_c0_g1_i3	91.579	380	32	0	1110	1489	1	380	1.43e-147	525
AF298221.1	TRINITY_DN9508_c0_g1_i15	91.579	380	32	0	1110	1489	1	380	1.43e-147	525
AF298221.1	TRINITY_DN10402_c0_g1_i24	88.578	429	49	0	757	1185	1	429	1.85e-146	521
AF298221.1	TRINITY_DN9508_c0_g1_i5	91.316	380	33	0	1110	1489	1	380	6.65e-146	520
AF298221.1	TRINITY_DN9508_c0_g1_i2	91.316	380	33	0	1110	1489	1	380	6.65e-146	520
AF298221.1	TRINITY_DN9508_c0_g1_i1	91.053	380	34	0	1110	1489	1	380	3.09e-144	514
AF298221.1	TRINITY_DN8032_c0_g1_i3	87.472	439	55	0	468	906	1	439	5.18e-142	507
AF298221.1	TRINITY_DN8032_c0_g1_i9	87.244	439	56	0	468	906	1	439	2.41e-140	501
AF298221.1	TRINITY_DN8032_c0_g1_i5	87.244	439	56	0	468	906	1	439	2.41e-140	501
AF298221.1	TRINITY_DN8032_c0_g1_i14	87.244	439	56	0	468	906	1	439	2.41e-140	501
AF298221.1	TRINITY_DN8032_c0_g1_i18	87.016	439	57	0	468	906	1	439	1.12e-138	496
AF298221.1	TRINITY_DN8032_c0_g1_i11	86.788	439	58	0	468	906	1	439	5.21e-137	490
AF298221.1	TRINITY_DN8032_c0_g1_i12	86.560	439	59	0	468	906	1	439	2.43e-135	484
AF298221.1	TRINITY_DN8032_c0_g1_i15	86.333	439	60	0	468	906	1	439	1.13e-133	479
AF298221.1	TRINITY_DN10853_c0_g1_i1	85.217	460	68	0	316	775	46	505	5.25e-132	473
AF298221.1	TRINITY_DN42738_c0_g1_i1	90.652	353	33	0	1013	1365	1	353	6.79e-131	470
AF298221.1	TRINITY_DN10853_c0_g1_i8	84.731	465	71	0	311	775	6	470	8.79e-130	466
AF298221.1	TRINITY_DN42738_c0_g1_i6	90.113	354	33	2	1013	1365	1	353	1.47e-127	459
AF298221.1	TRINITY_DN42738_c0_g1_i3	90.085	353	35	0	1013	1365	1	353	1.47e-127	459
AF298221.1	TRINITY_DN10853_c0_g1_i2	84.735	452	69	0	324	775	243	694	6.84e-126	453
AF298221.1	TRINITY_DN9508_c0_g1_i8	91.850	319	26	0	1171	1489	1	319	1.14e-123	446
AF298221.1	TRINITY_DN9508_c0_g1_i7	91.850	319	26	0	1171	1489	1	319	1.14e-123	446
AF298221.1	TRINITY_DN9508_c0_g1_i11	91.223	319	28	0	1171	1489	1	319	2.48e-120	435
AF298221.1	TRINITY_DN10853_c0_g1_i5	84.987	393	59	0	316	708	46	438	9.04e-110	399
AF298221.1	TRINITY_DN7704_c0_g1_i8	95.935	246	10	0	1534	1779	1	246	9.04e-110	399
AF298221.1	TRINITY_DN7704_c0_g1_i13	96.296	243	9	0	1534	1776	1	243	9.04e-110	399
AF298221.1	TRINITY_DN7704_c0_g1_i4	96.250	240	9	0	1534	1773	1	240	4.20e-108	394
AF298221.1	TRINITY_DN62758_c0_g1_i1	90.785	293	27	0	1484	1776	3	295	1.51e-107	392
AF298221.1	TRINITY_DN7704_c0_g1_i7	94.650	243	13	0	1534	1776	1	243	4.23e-103	377
AF298221.1	TRINITY_DN7704_c0_g1_i6	94.167	240	14	0	1534	1773	1	240	9.17e-100	366
AF298221.1	TRINITY_DN7704_c0_g1_i6	82.967	364	62	0	311	674	302	665	1.20e-88	329
AF298221.1	TRINITY_DN42738_c0_g1_i8	91.923	260	21	0	1106	1365	2	261	3.30e-99	364
AF298221.1	TRINITY_DN27445_c0_g1_i1	90.441	272	26	0	779	1050	9	280	1.53e-97	359
AF298221.1	TRINITY_DN10402_c0_g1_i26	87.789	303	37	0	757	1059	1	303	1.98e-96	355
AF298221.1	TRINITY_DN20844_c0_g1_i1	89.552	268	28	0	1392	1659	1	268	5.56e-92	340
AF298221.1	TRINITY_DN8032_c0_g1_i17	86.711	301	40	0	468	768	1	301	2.58e-90	335
AF298221.1	TRINITY_DN7704_c0_g1_i1	83.242	364	61	0	311	674	140	503	2.58e-90	335
AF298221.1	TRINITY_DN7704_c0_g1_i5	83.191	351	59	0	324	674	353	703	2.01e-86	322
AF298221.1	TRINITY_DN7704_c0_g1_i3	83.191	351	59	0	324	674	368	718	2.01e-86	322
AF298221.1	TRINITY_DN7704_c0_g1_i11	83.191	351	59	0	324	674	366	716	2.01e-86	322
AF298221.1	TRINITY_DN7704_c0_g1_i10	83.191	351	59	0	324	674	353	703	2.01e-86	322
AF298221.1	TRINITY_DN8032_c0_g1_i8	86.194	268	37	0	468	735	1	268	5.68e-77	291
AF298221.1	TRINITY_DN7704_c5_g1_i1	92.118	203	16	0	1449	1651	203	1	7.34e-76	287
AF298221.1	TRINITY_DN7704_c0_g2_i1	91.220	205	18	0	1554	1758	206	2	1.23e-73	279
AF298221.1	TRINITY_DN81077_c1_g1_i1	85.824	261	36	1	452	711	2	262	1.59e-72	276
AF298221.1	TRINITY_DN88746_c0_g1_i1	94.631	149	8	0	1631	1779	1	149	3.49e-59	231
AF298221.1	TRINITY_DN398185_c0_g1_i1	96.694	121	4	0	1659	1779	1	121	2.74e-50	202
AF298221.1	TRINITY_DN23644_c0_g1_i1	94.444	126	7	0	1648	1773	1	126	4.58e-48	195
AF298221.1	TRINITY_DN214485_c0_g1_i1	97.345	113	3	0	1668	1780	3	115	1.65e-47	193
AF298221.1	TRINITY_DN22951_c0_g1_i1	94.400	125	7	0	1652	1776	1	125	1.65e-47	193
AF298221.1	TRINITY_DN37383_c0_g1_i1	83.663	202	33	0	620	821	3	204	5.92e-47	191
AF298221.1	TRINITY_DN223556_c0_g1_i1	98.980	98	1	0	1679	1776	1	98	1.66e-42	176
AF298221.1	TRINITY_DN168916_c0_g1_i1	94.495	109	5	1	1641	1748	56	164	9.98e-40	167
EH036622.1	TRINITY_DN4669_c0_g1_i6	99.645	563	2	0	9	571	865	1427	0.0	1029
EH036622.1	TRINITY_DN4669_c0_g1_i16	98.763	566	7	0	6	571	851	1416	0.0	1007
EH036622.1	TRINITY_DN4669_c0_g1_i5	98.757	563	7	0	9	571	865	1427	0.0	1002
EH036622.1	TRINITY_DN4669_c0_g1_i1	97.880	566	12	0	6	571	851	1416	0.0	979
EH036622.1	TRINITY_DN4669_c0_g1_i4	96.270	563	21	0	9	571	865	1427	0.0	924
