"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0006334",1.44858380448974e-15,1,18,41,"nucleosome assembly","BP"
"GO:0006457",2.43814455509031e-12,1,18,55,"protein folding","BP"
"GO:0055114",1.3946602956869e-10,1,78,867,"oxidation-reduction process","BP"
"GO:0051603",2.26108556540059e-10,0.999999999997981,8,10,"proteolysis involved in cellular protein catabolic process","BP"
"GO:0015986",4.46169446092062e-10,0.999999999985985,10,19,"ATP synthesis coupled proton transport","BP"
"GO:0007017",1.26486710334123e-09,0.999999999927862,12,30,"microtubule-based process","BP"
"GO:0007034",3.64084374558816e-07,0.999999987233783,7,14,"vacuolar transport","BP"
"GO:0000413",4.89190905466141e-07,0.999999973475509,8,20,"protein peptidyl-prolyl isomerization","BP"
"GO:0007018",1.26536445306249e-06,0.999999727027385,18,113,"microtubule-based movement","BP"
"GO:0006122",1.64974117437679e-06,1,4,4,"mitochondrial electron transport, ubiquinol to cytochrome c","BP"
"GO:0000398",1.95854824190435e-06,0.999999827287456,9,31,"mRNA splicing, via spliceosome","BP"
"GO:0034314",4.77989429023495e-06,0.999999903097632,5,8,"Arp2/3 complex-mediated actin nucleation","BP"
"GO:0016192",2.02637730042852e-05,0.999995978120931,13,80,"vesicle-mediated transport","BP"
"GO:0006165",3.31488603990756e-05,0.999999465107472,4,6,"nucleoside diphosphate phosphorylation","BP"
"GO:0006183",3.31488603990756e-05,0.999999465107472,4,6,"GTP biosynthetic process","BP"
"GO:0006228",3.31488603990756e-05,0.999999465107472,4,6,"UTP biosynthetic process","BP"
"GO:0006412",5.79705097360152e-05,0.99998440502895,16,135,"translation","BP"
"GO:0006108",6.9485515539144e-05,1,3,3,"malate metabolic process","BP"
"GO:0060294",7.49395775971146e-05,1,3,3,"cilium movement involved in cell motility","BP"
"GO:0006241",8.0233210778033e-05,0.999998025425437,4,7,"CTP biosynthetic process","BP"
"GO:0006352",0.000135008089327343,0.999991904587183,5,14,"DNA-templated transcription, initiation","BP"
"GO:0045454",0.0001439500751243,0.99999124677548,5,14,"cell redox homeostasis","BP"
"GO:0042989",0.000179873522355952,0.999998343165135,3,4,"sequestering of actin monomers","BP"
"GO:0000278",0.000350404890410553,0.999984642568772,4,9,"mitotic cell cycle","BP"
"GO:0006260",0.000495070347042367,0.999860625649734,13,110,"DNA replication","BP"
"GO:0042073",0.00063898505871244,0.999986589329497,3,5,"intraciliary transport","BP"
"GO:0000387",0.000780996812308607,0.999951983297771,4,12,"spliceosomal snRNP assembly","BP"
"GO:0006465",0.00091101149655194,0.999974321623764,3,6,"signal peptide processing","BP"
"GO:0043161",0.00118082433136295,0.99996353241023,3,6,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"GO:0006511",0.00118523684591234,0.999702025434231,10,75,"ubiquitin-dependent protein catabolic process","BP"
"GO:0006662",0.00135122449450367,1,2,2,"glycerol ether metabolic process","BP"
"GO:0006226",0.00140750058422427,1,2,2,"dUMP biosynthetic process","BP"
"GO:0046081",0.00140750058422427,1,2,2,"dUTP catabolic process","BP"
"GO:0000027",0.00144496187073036,1,2,2,"ribosomal large subunit assembly","BP"
"GO:0006481",0.00147998225281576,1,2,2,"C-terminal protein methylation","BP"
"GO:0009306",0.00155974028560813,1,2,2,"protein secretion","BP"
"GO:0007051",0.00160463497499594,1,2,2,"spindle organization","BP"
"GO:0098656",0.00163677207899927,1,2,2,"anion transmembrane transport","BP"
"GO:0006231",0.00164529126309596,1,2,2,"dTMP biosynthetic process","BP"
"GO:0006221",0.0016802243183291,1,2,2,"pyrimidine nucleotide biosynthetic process","BP"
"GO:0007010",0.00183477261593309,0.999853880578718,4,13,"cytoskeleton organization","BP"
"GO:0000281",0.00187962925506997,1,2,2,"mitotic cytokinesis","BP"
"GO:1902751",0.00194297078454927,1,2,2,"positive regulation of cell cycle G2/M phase transition","BP"
"GO:0006364",0.00204819982350661,0.999745766731696,5,23,"rRNA processing","BP"
"GO:0060271",0.0023050571680019,0.999900452279423,3,7,"cilium assembly","BP"
"GO:0006464",0.00231714038888109,0.99961890963279,6,33,"cellular protein modification process","BP"
"GO:0006413",0.00240114473374838,0.999688737538672,5,24,"translational initiation","BP"
"GO:0030334",0.0035701217440902,0.999957500458936,2,3,"regulation of cell migration","BP"
"GO:0006605",0.0038217647197402,0.99995286965593,2,3,"protein targeting","BP"
"GO:0007050",0.00422362198117174,0.999945138409519,2,3,"cell cycle arrest","BP"
"GO:2001256",0.00445839943735088,0.999940436474854,2,3,"regulation of store-operated calcium entry","BP"
"GO:0006261",0.00452881638139114,0.999939000258367,2,3,"DNA-dependent DNA replication","BP"
"GO:0008610",0.00456312096853649,0.999719218365329,3,9,"lipid biosynthetic process","BP"
"GO:0035721",0.00461310940794484,0.999937265475652,2,3,"intraciliary retrograde transport","BP"
"GO:0035735",0.00461310940794484,0.999937265475652,2,3,"intraciliary transport involved in cilium assembly","BP"
"GO:0042779",0.00463473538853887,0.999936817688809,2,3,"tRNA 3'-trailer cleavage","BP"
"GO:0006542",0.00481242714275256,0.999933096793354,2,3,"glutamine biosynthetic process","BP"
"GO:0042254",0.00512987886471493,0.999413882176613,4,18,"ribosome biogenesis","BP"
"GO:1902600",0.00526671692575479,0.999393705039539,4,18,"proton transmembrane transport","BP"
"GO:0006955",0.00550476582596176,0.999352516988771,4,19,"immune response","BP"
"GO:0022900",0.0078922184185992,0.999800147629304,2,4,"electron transport chain","BP"
"GO:0006979",0.00862711629909373,0.998434646994984,5,31,"response to oxidative stress","BP"
"GO:0031110",0.00885718468732022,0.999761707807784,2,4,"regulation of microtubule polymerization or depolymerization","BP"
"GO:0000122",0.00894931880050719,0.999757915086909,2,4,"negative regulation of transcription by RNA polymerase II","BP"
"GO:0023052",0.0100131951198044,0.99971262501784,2,4,"signaling","BP"
"GO:0006779",0.0101619278280747,0.999706078302063,2,4,"porphyrin-containing compound biosynthetic process","BP"
"GO:0006270",0.0104794913651829,0.999072641205274,3,11,"DNA replication initiation","BP"
"GO:0006269",0.0106304455237061,0.999685119089629,2,4,"DNA replication, synthesis of RNA primer","BP"
"GO:0006275",0.0138102758254497,0.99945633867773,2,5,"regulation of DNA replication","BP"
"GO:0007076",0.0153391924969933,0.999361498967166,2,5,"mitotic chromosome condensation","BP"
"GO:0006631",0.0224224796841019,0.998759093877242,2,6,"fatty acid metabolic process","BP"
"GO:0090481",0.0227053954019902,0.998734929495225,2,6,"pyrimidine nucleotide-sugar transmembrane transport","BP"
"GO:0009072",0.0228263583535668,0.998724546843696,2,6,"aromatic amino acid family metabolic process","BP"
"GO:0046907",0.0230286487821033,0.9987071155994,2,6,"intracellular transport","BP"
"GO:0006665",0.0232899289294077,0.998684475737733,2,6,"sphingolipid metabolic process","BP"
"GO:0043547",0.023619654845302,0.99865570403862,2,6,"positive regulation of GTPase activity","BP"
"GO:0000956",0.0259416493931204,0.99836356211295,2,7,"nuclear-transcribed mRNA catabolic process","BP"
"GO:0051382",0.0270000985548934,0.998259594137649,2,7,"kinetochore assembly","BP"
"GO:0007059",0.0285241927474079,0.998105872699248,2,7,"chromosome segregation","BP"
"GO:0007015",0.0285834821364412,0.998099798140159,2,7,"actin filament organization","BP"
"GO:0006470",0.029341835455675,0.991326171656786,6,56,"protein dephosphorylation","BP"
"GO:0006744",0.0298094412737454,0.997972623524382,2,7,"ubiquinone biosynthetic process","BP"
"GO:0006098",0.0300754205280492,0.997944640062792,2,7,"pentose-phosphate shunt","BP"
"GO:0009435",0.0313402554002014,0.99780967643721,2,7,"NAD biosynthetic process","BP"
"GO:0006099",0.0321142667355791,0.995293383197106,3,17,"tricarboxylic acid cycle","BP"
"GO:0071806",0.0353106965537336,1,1,1,"protein transmembrane transport","BP"
"GO:0097250",0.0356495262907308,1,1,1,"mitochondrial respirasome assembly","BP"
"GO:1903507",0.0356495262907308,1,1,1,"negative regulation of nucleic acid-templated transcription","BP"
"GO:0019348",0.0357700593752901,1,1,1,"dolichol metabolic process","BP"
"GO:0009890",0.0357941333929724,1,1,1,"negative regulation of biosynthetic process","BP"
"GO:0009308",0.0358156202065678,0.997307623491445,2,7,"amine metabolic process","BP"
"GO:0071569",0.0358181962598388,1,1,1,"protein ufmylation","BP"
"GO:0090502",0.0361060365504261,1,1,1,"RNA phosphodiester bond hydrolysis, endonucleolytic","BP"
"GO:0032780",0.0365579498997452,1,1,1,"negative regulation of ATPase activity","BP"
"GO:0032515",0.0366760058160967,1,1,1,"negative regulation of phosphoprotein phosphatase activity","BP"
"GO:0046928",0.0369577146035392,1,1,1,"regulation of neurotransmitter secretion","BP"
"GO:0060291",0.0369577146035392,1,1,1,"long-term synaptic potentiation","BP"
"GO:0030512",0.0370976582356096,1,1,1,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0090263",0.0370976582356096,1,1,1,"positive regulation of canonical Wnt signaling pathway","BP"
"GO:0034316",0.0371209204544098,1,1,1,"negative regulation of Arp2/3 complex-mediated actin nucleation","BP"
"GO:0019430",0.0374446508250963,1,1,1,"removal of superoxide radicals","BP"
"GO:0034599",0.0375364522136002,1,1,1,"cellular response to oxidative stress","BP"
"GO:0006771",0.0375593525180963,1,1,1,"riboflavin metabolic process","BP"
"GO:0009231",0.0375593525180963,1,1,1,"riboflavin biosynthetic process","BP"
"GO:0009398",0.0375593525180963,1,1,1,"FMN biosynthetic process","BP"
"GO:2000210",0.0376279313926139,1,1,1,"positive regulation of anoikis","BP"
"GO:2000811",0.0376279313926139,1,1,1,"negative regulation of anoikis","BP"
"GO:0032469",0.0380353927400282,1,1,1,"endoplasmic reticulum calcium ion homeostasis","BP"
"GO:0097193",0.0381696065002551,1,1,1,"intrinsic apoptotic signaling pathway","BP"
"GO:0006163",0.03834723636503,1,1,1,"purine nucleotide metabolic process","BP"
"GO:0006568",0.03834723636503,1,1,1,"tryptophan metabolic process","BP"
"GO:0019439",0.03834723636503,1,1,1,"aromatic compound catabolic process","BP"
"GO:0042537",0.03834723636503,1,1,1,"benzene-containing compound metabolic process","BP"
"GO:0097053",0.03834723636503,1,1,1,"L-kynurenine catabolic process","BP"
"GO:1901361",0.03834723636503,1,1,1,"organic cyclic compound catabolic process","BP"
"GO:1901606",0.03834723636503,1,1,1,"alpha-amino acid catabolic process","BP"
"GO:0031144",0.0384134468122593,1,1,1,"proteasome localization","BP"
"GO:0071630",0.0384134468122593,1,1,1,"nuclear protein quality control by the ubiquitin-proteasome system","BP"
"GO:0006233",0.0387194189718883,1,1,1,"dTDP biosynthetic process","BP"
"GO:0006446",0.0387843189488443,1,1,1,"regulation of translational initiation","BP"
"GO:0019310",0.0388489768157777,1,1,1,"inositol catabolic process","BP"
"GO:0001682",0.0388919459482104,1,1,1,"tRNA 5'-leader removal","BP"
"GO:0046294",0.0396863588574296,1,1,1,"formaldehyde catabolic process","BP"
"GO:0048870",0.0397066679081149,1,1,1,"cell motility","BP"
"GO:0070131",0.0398077278261974,1,1,1,"positive regulation of mitochondrial translation","BP"
"GO:0003352",0.0403196837948186,1,1,1,"regulation of cilium movement","BP"
"GO:0006796",0.0403389030266195,1,1,1,"phosphate-containing compound metabolic process","BP"
"GO:0015711",0.0408256032558747,1,1,1,"organic anion transport","BP"
"GO:0072334",0.0408256032558747,1,1,1,"UDP-galactose transmembrane transport","BP"
"GO:0045765",0.0409342366027599,1,1,1,"regulation of angiogenesis","BP"
"GO:0006309",0.041041434523024,1,1,1,"apoptotic DNA fragmentation","BP"
"GO:0009887",0.0411120895669783,1,1,1,"animal organ morphogenesis","BP"
"GO:0031998",0.0411120895669783,1,1,1,"regulation of fatty acid beta-oxidation","BP"
"GO:0070584",0.0411120895669783,1,1,1,"mitochondrion morphogenesis","BP"
"GO:0006996",0.0411820874795426,1,1,1,"organelle organization","BP"
"GO:1990426",0.0412168376165628,1,1,1,"mitotic recombination-dependent replication fork processing","BP"
"GO:0009117",0.0413371404511626,1,1,1,"nucleotide metabolic process","BP"
"GO:0006166",0.0414553545515315,1,1,1,"purine ribonucleoside salvage","BP"
"GO:0009263",0.0419219517579012,1,1,1,"deoxyribonucleotide biosynthetic process","BP"
"GO:0040001",0.0421626746317595,1,1,1,"establishment of mitotic spindle localization","BP"
"GO:0006348",0.0422064327339086,1,1,1,"chromatin silencing at telomere","BP"
"GO:0010923",0.0426578314035573,1,1,1,"negative regulation of phosphatase activity","BP"
"GO:0030163",0.0429495054271446,0.996301310815421,2,8,"protein catabolic process","BP"
"GO:0010389",0.0432413706357094,1,1,1,"regulation of G2/M transition of mitotic cell cycle","BP"
"GO:0006004",0.0434236419683313,0.996237746507412,2,8,"fucose metabolic process","BP"
"GO:0051315",0.0437293739773889,1,1,1,"attachment of mitotic spindle microtubules to kinetochore","BP"
"GO:0010133",0.0438289352685476,1,1,1,"proline catabolic process to glutamate","BP"
"GO:0072657",0.0438491833775409,1,1,1,"protein localization to membrane","BP"
"GO:0006437",0.043869055884036,1,1,1,"tyrosyl-tRNA aminoacylation","BP"
"GO:0042026",0.04389497439305,1,1,1,"protein refolding","BP"
"GO:0006207",0.043897210875458,0.996173860720058,2,8,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"GO:0006423",0.0445035234973331,1,1,1,"cysteinyl-tRNA aminoacylation","BP"
"GO:0007605",0.0445502642116769,1,1,1,"sensory perception of sound","BP"
"GO:0010165",0.0445628552223632,1,1,1,"response to X-ray","BP"
"GO:0009258",0.0445639337535011,1,1,1,"10-formyltetrahydrofolate catabolic process","BP"
"GO:0006438",0.0445639337535299,1,1,1,"valyl-tRNA aminoacylation","BP"
"GO:0030261",0.0445639337536679,1,1,1,"chromosome condensation","BP"
"GO:0006487",0.0491970318628005,0.991302996844692,3,20,"protein N-linked glycosylation","BP"
"GO:0000786",5.37183428105198e-17,1,20,46,"nucleosome","CC"
"GO:0005737",1.37647912243825e-13,1,39,237,"cytoplasm","CC"
"GO:0000276",3.11526693525214e-12,1,8,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"GO:0005634",4.65873983867436e-10,1,50,463,"nucleus","CC"
"GO:0005739",6.3897368991619e-10,0.99999999994632,15,52,"mitochondrion","CC"
"GO:0019773",1.05755682839019e-09,0.999999999994674,7,8,"proteasome core complex, alpha-subunit complex","CC"
"GO:0005839",4.32242058791719e-09,0.999999999957076,7,9,"proteasome core complex","CC"
"GO:0005783",1.89928177628331e-08,0.999999998684395,11,31,"endoplasmic reticulum","CC"
"GO:0005874",4.17575277392339e-08,0.999999996238725,12,39,"microtubule","CC"
"GO:0005885",4.77989429023495e-06,0.999999903097632,5,8,"Arp2/3 protein complex","CC"
"GO:0030176",9.93185251376609e-06,0.999999734428389,5,9,"integral component of endoplasmic reticulum membrane","CC"
"GO:0046540",1.03138205754061e-05,0.99999991882652,4,5,"U4/U6 x U5 tri-snRNP complex","CC"
"GO:0005852",1.19856670304113e-05,0.999999410344211,6,14,"eukaryotic translation initiation factor 3 complex","CC"
"GO:0005750",4.52948376630528e-05,1,3,3,"mitochondrial respiratory chain complex III","CC"
"GO:0032299",6.10902170684311e-05,1,3,3,"ribonuclease H2 complex","CC"
"GO:0001534",7.49395775971146e-05,1,3,3,"radial spoke","CC"
"GO:0005730",0.000154993801635146,0.999990421794293,5,14,"nucleolus","CC"
"GO:0005868",0.000229184980234295,0.999991035250251,4,9,"cytoplasmic dynein complex","CC"
"GO:0005840",0.000270908572262447,0.99992847696755,13,110,"ribosome","CC"
"GO:0016272",0.000517530587967025,0.999972392373599,4,11,"prefoldin complex","CC"
"GO:0005741",0.000582351676236832,0.999988168746053,3,5,"mitochondrial outer membrane","CC"
"GO:0008250",0.000661121378040531,0.999985958092854,3,5,"oligosaccharyltransferase complex","CC"
"GO:0000776",0.00119946815788795,0.999962751132814,3,6,"kinetochore","CC"
"GO:0005688",0.0012987596155268,1,2,2,"U6 snRNP","CC"
"GO:0019774",0.00148508372745785,1,2,2,"proteasome core complex, beta-subunit complex","CC"
"GO:0005788",0.00155974028560813,1,2,2,"endoplasmic reticulum lumen","CC"
"GO:0005856",0.0017553824686642,0.999671832718713,7,42,"cytoskeleton","CC"
"GO:0031514",0.00177487401283044,1,2,2,"motile cilium","CC"
"GO:0033178",0.00413639644141382,0.999946850902358,2,3,"proton-transporting two-sector ATPase complex, catalytic domain","CC"
"GO:0000775",0.00485140078168956,0.999694777310423,3,9,"chromosome, centromeric region","CC"
"GO:0005667",0.00525293435060032,0.999401837934489,4,17,"transcription regulator complex","CC"
"GO:0042555",0.00567173466673785,0.999622305079364,3,9,"MCM complex","CC"
"GO:0030008",0.00823484749262699,0.999786770364067,2,4,"TRAPP complex","CC"
"GO:0005929",0.00931092827745446,0.999742827701437,2,4,"cilium","CC"
"GO:0036064",0.00952006637917947,0.999733956666039,2,4,"ciliary basal body","CC"
"GO:0005759",0.00962963015798872,0.999729267250775,2,4,"mitochondrial matrix","CC"
"GO:0005643",0.0115885774713497,0.998913696408954,3,12,"nuclear pore","CC"
"GO:0005787",0.0123664264134357,0.999540833164632,2,5,"signal peptidase complex","CC"
"GO:0005930",0.0141226499788112,0.999437402799321,2,5,"axoneme","CC"
"GO:0015630",0.014730644026194,0.999399893698883,2,5,"microtubule cytoskeleton","CC"
"GO:0015935",0.0273328715539195,0.996237012406496,3,17,"small ribosomal subunit","CC"
"GO:0005686",0.0363682844259452,1,1,1,"U2 snRNP","CC"
"GO:0005689",0.0363682844259452,1,1,1,"U12-type spliceosomal complex","CC"
"GO:0016471",0.0365106213694186,1,1,1,"vacuolar proton-transporting V-type ATPase complex","CC"
"GO:0005751",0.0366052182510071,1,1,1,"mitochondrial respiratory chain complex IV","CC"
"GO:0044666",0.0366052182510071,1,1,1,"MLL3/4 complex","CC"
"GO:1990879",0.0366288295557515,1,1,1,"CST complex","CC"
"GO:0001725",0.0377418154596917,1,1,1,"stress fiber","CC"
"GO:0016460",0.0377418154596917,1,1,1,"myosin II complex","CC"
"GO:0030018",0.0377418154596917,1,1,1,"Z disc","CC"
